"GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Symbol","Description","EnsemblGeneID"
"100033819",202.26220063019,-1.50840988347342,0.487362148229076,-3.095049315903,0.00196780175454308,0.0377539310075167,"MIR675","microRNA 675","ENSG00000284010"
"100128420",2.69801735841777,1.8875331131484,0.360108522588057,5.24156745745123,1.5921824860192e-07,1.03040347154914e-05,"LINC00892","long intergenic non-protein coding RNA 892","ENSG00000233093"
"100128560",60.6846935686984,-1.8744973500197,0.595629330921263,-3.14708704341408,0.0016490586253661,0.0326996259127473,"MYHAS","myosin heavy chain gene cluster antisense RNA",""
"100129083",6.25164596657179,1.77230056890378,0.251173959696174,7.05606811728254,1.71279887864633e-12,4.28463227181374e-10,"SIGLEC10-AS1","SIGLEC10 antisense RNA 1",""
"100130231",24.0441796406042,2.24607184492071,0.32295968647045,6.95465080941679,3.53436372737025e-12,7.53688579764463e-10,"LINC00861","long intergenic non-protein coding RNA 861","ENSG00000245164"
"100130520",2.26010887143014,2.11235106453943,0.360277606926022,5.86312061569004,4.54248001964773e-09,4.25097698529336e-07,"CD300H","CD300H molecule (gene/pseudogene)","ENSG00000284690"
"100131733",11.599315958081,1.30657712965045,0.221558239492234,5.89721751104744,3.69682408396941e-09,3.54895112061063e-07,"USP30-AS1","USP30 antisense RNA 1",""
"100132159",88.1362169063745,-1.05763562456763,0.289995057825897,-3.64708154855039,0.000265235765084519,0.00712112865267167,"CALML3-AS1","CALML3 antisense RNA 1",""
"100132417",16.9985374501031,1.28293674481816,0.271014384346968,4.73383266319795,2.2031938972841e-06,0.00010713699519952,"FCGR1CP","Fc gamma receptor Ic, pseudogene","ENSG00000265531"
"100188949",4.46340483594134,1.74416611508053,0.305073239146249,5.71720456360445,1.08290723899426e-08,9.02978036207521e-07,"LINC00426","long intergenic non-protein coding RNA 426","ENSG00000238121"
"100233209",25.7342181317502,1.59822642816964,0.240306748357907,6.65077630607892,2.91551110999966e-11,4.62499616083848e-09,"PCED1B-AS1","PCED1B antisense RNA 1","ENSG00000247774"
"10024",9.47613509399528,1.0891423091655,0.24201205998967,4.50036378026778,6.78372662380007e-06,0.00028743555675046,"TROAP","trophinin associated protein","ENSG00000135451"
"100423062",156.067586308321,1.32398399319524,0.394218145182042,3.35850596776526,0.00078365029126663,0.0176667642786765,"IGLL5","immunoglobulin lambda like polypeptide 5","ENSG00000254709"
"100500837",621.883701094815,-1.82709181539725,0.507415883193014,-3.60077773659728,0.000317266714563467,0.00828715948401924,"MIR3606","microRNA 3606","ENSG00000284180"
"100505566",2.84476483019294,-1.38162936655167,0.428065788776657,-3.22760987394051,0.00124829091133143,0.0259182253385462,"LINC00578","long intergenic non-protein coding RNA 578","ENSG00000228221"
"100505746",27.3660693569014,2.28973421948032,0.326078699991528,7.02202940437326,2.18668499184504e-12,5.12511682412978e-10,"ITGB2-AS1","ITGB2 antisense RNA 1","ENSG00000227039"
"100506532",5.26939259159626,-2.38264654395127,0.749911299229572,-3.17723782319203,0.00148685055127731,0.0300325341164833,"LOC100506532","uncharacterized LOC100506532",""
"100506736",10.0083927320377,1.65528442294363,0.270791095812514,6.1127727186779,9.79147767201352e-10,1.08397907708555e-07,"SLFN12L","schlafen family member 12 like","ENSG00000205045"
"100506776",10.8320427990472,1.54536381757185,0.250072509926693,6.17966292266537,6.4238610201191e-10,7.80949384576722e-08,"TRG-AS1","T cell receptor gamma locus antisense RNA 1","ENSG00000281103"
"100506801",1.83147488329386,1.17610882948793,0.316763620476403,3.71289110699992,0.000204905064218498,0.00578806748176813,"ECE1-AS1","ECE1 antisense RNA 1","ENSG00000231105"
"100506915",2.57172736228989,1.24863832972163,0.376274831980703,3.31842106778396,0.00090527904236227,0.019992987747111,"CHRM3-AS2","CHRM3 antisense RNA 2","ENSG00000233355"
"100507463",175.207404664331,1.00905680146803,0.127955726665249,7.8859839083863,3.12066825167654e-15,3.24749220942467e-12,"PSMB8-AS1","PSMB8 antisense RNA 1 (head to head)","ENSG00000204261"
"100507600",1.04457189580408,2.41830664885981,0.649222270607781,3.72492866980036,0.000195370457385166,0.00555492657850545,"LCT-AS1","LCT antisense RNA 1","ENSG00000226806"
"100528032",23.6671529655734,1.84282931103742,0.243208062985761,7.57717194246684,3.53168598445293e-14,1.76692966483706e-11,"KLRC4-KLRK1","KLRC4-KLRK1 readthrough",""
"100616259",0.873585035843741,2.15949703777355,0.557732329866485,3.87192372063228,0.000107979747566851,0.00328946266124029,"MIR378I","microRNA 378i","ENSG00000283829"
"100616422",0.9728382509121,2.83044284182535,0.558252166495057,5.07018693648081,3.97425148991141e-07,2.35521928841766e-05,"MIR4537","microRNA 4537","ENSG00000264781"
"100652740",15.8150366138217,1.23862561737292,0.328722400285565,3.76799882300965,0.00016456147833078,0.00475692380028174,"PYCARD-AS1","PYCARD antisense RNA 1","ENSG00000261359"
"10077",14.835847422246,1.31041552377861,0.236596771954001,5.53860271615783,3.04894406227163e-08,2.37489008155864e-06,"TSPAN32","tetraspanin 32","ENSG00000064201"
"100847070",1.49002655688209,1.05998131189161,0.329996497941467,3.21209866923989,0.00131769110879058,0.0270635835454885,"MIR5196","microRNA 5196","ENSG00000284034"
"100874530",4.66756753756358,1.24182948724004,0.22463787528887,5.52813939164589,3.23644861488103e-08,2.51341633327597e-06,"APOBEC3B-AS1","APOBEC3B antisense RNA 1","ENSG00000249310"
"100885789",2.12115473790659,2.51132045507085,0.576014155677146,4.35982419931783,1.30166974964624e-05,0.000513094548587828,"IFNG-AS1","IFNG antisense RNA 1","ENSG00000255733"
"100996286",4.1048084371165,1.82321006780899,0.378904398386816,4.81179441455761,1.49581179333237e-06,7.67555021998716e-05,"LINC02273","long intergenic non-protein coding RNA 2273","ENSG00000245954"
"101",63.7555169157309,1.21727322900771,0.257515243103019,4.72699485412885,2.27867037504341e-06,0.000109781274957647,"ADAM8","ADAM metallopeptidase domain 8","ENSG00000151651"
"101059954",6.82646222669091,2.58523084062038,0.420001690330131,6.15528675274693,7.49417727206006e-10,8.82210479230383e-08,"LOC101059954","replaced by ID 105371773",""
"101060038",4.56927420717281,2.37379876147014,0.396749415059101,5.9831184908402,2.1890539824173e-09,2.25993763518129e-07,"LINC02446","long intergenic non-protein coding RNA 2446","ENSG00000256039"
"101448202",66.9700137299469,-1.58574003321144,0.467096572101266,-3.39488689903648,0.000686569565881028,0.0159054263810871,"LOC101448202","uncharacterized LOC101448202",""
"10148",33.4689789626128,1.568434146178,0.2192921954178,7.1522570294387,8.53625385324856e-13,2.46754644717905e-10,"EBI3","Epstein-Barr virus induced 3","ENSG00000105246"
"101927051",19.8761318342238,1.07047108219877,0.207707125179693,5.15375233888908,2.55325102184554e-07,1.58912388957736e-05,"PDXP-DT","PDXP divergent transcript","ENSG00000233360"
"101927096",285.539728127894,-1.34183414510805,0.42929886864527,-3.12564100003908,0.00177417994144387,0.0347045604184991,"CLMAT3","colorectal liver metastasis associated transcript 3","ENSG00000249035"
"101927143",1.79027712218756,1.70571115823751,0.468092196662847,3.64396409595796,0.000268470887508121,0.00718573931009391,"LOC101927143","uncharacterized LOC101927143","ENSG00000232628"
"101927156",1.5531424931918,1.18939510668534,0.356223175276629,3.33890434209313,0.000841095225994856,0.018831267985785,"LINC01934","long intergenic non-protein coding RNA 1934",""
"101927202",0.843103086958072,1.76369324451255,0.50588865360153,3.48632694557673,0.00048970210772409,0.0119080556063019,"LOC101927202","uncharacterized LOC101927202","ENSG00000290922"
"101927596",0.681697173878447,1.43679033074027,0.421334979145922,3.41009031258869,0.000649413709083341,0.0151923594934186,"ANKRD44-AS1","ANKRD44 antisense RNA 1","ENSG00000231621"
"101927630",1.23520816406989,1.09608461976426,0.336438966666558,3.25790032773043,0.00112239821351744,0.0237981352264626,"LINC02889","long intergenic non-protein coding RNA 2889","ENSG00000236039"
"101927730",4.93057194822375,1.12671458283328,0.251131947617692,4.48654419926101,7.23877058583822e-06,0.000304238861972806,"SERPINB9-AS1","SERPINB9 antisense RNA 1",""
"101927931",4.82903804722021,1.79190572890702,0.37873085293974,4.73134341973489,2.23038823498309e-06,0.000108055456836723,"LINC01480","long intergenic non-protein coding RNA 1480","ENSG00000270164"
"101928152",5.47216777058593,1.34931788138896,0.327896996029642,4.11506630962544,3.87068125204136e-05,0.00133486012973866,"LOC101928152","replaced by ID 101928173",""
"101928343",1.41669702171906,1.92009802962895,0.441616841656674,4.34788225563575,1.37458360819595e-05,0.000535346813635119,"LOC101928343","uncharacterized LOC101928343",""
"101929215",327.019027786011,-1.83456596868215,0.611648601435361,-2.99937899698774,0.00270530557587601,0.0477160880420272,"THBS4-AS1","THBS4 antisense RNA 1","ENSG00000249825"
"101929447",0.700164343620325,1.78937224555139,0.482680575328206,3.70715611320111,0.000209599746760764,0.00589507785051679,"IATPR","ITGB1 adjacent tumor promoting lncRNA",""
"101929531",5.19648770425431,1.87867538202876,0.314951690144039,5.96496364623278,2.44688513616493e-09,2.50622691741996e-07,"LINC01871","long intergenic non-protein coding RNA 1871",""
"101929623",5.4884311303531,2.07625752707817,0.384862621211776,5.3948017101294,6.85992671476748e-08,4.95744037253863e-06,"LINC01215","long intergenic non-protein coding RNA 1215","ENSG00000271856"
"101929732",3.80336220824394,1.09680856364431,0.295433116657368,3.71254440278727,0.000205186048696655,0.00578971826777894,"LOC101929732","uncharacterized LOC101929732",""
"10225",51.8995218396393,2.03987748289701,0.258296727363398,7.89741900224353,2.84737921026203e-15,3.23422520074387e-12,"CD96","CD96 molecule","ENSG00000153283"
"10235",104.517524032815,1.04981073552701,0.178203406366955,5.89108119159773,3.83676975139357e-09,3.6563150861632e-07,"RASGRP2","RAS guanyl releasing protein 2","ENSG00000068831"
"102465537",3.39558658461342,1.16992541244015,0.315737118496132,3.70537812599464,0.000211075604833181,0.00592377878677459,"MIR6891","microRNA 6891","ENSG00000277402"
"102466889",1.78198593758848,1.93946048685503,0.448442051147506,4.3248854158351,1.52611166768374e-05,0.000591703742868258,"MIR8071-2","microRNA 8071-2","ENSG00000277030"
"102723803",1.86518508140026,-1.22221657806989,0.366829813307591,-3.33183545538335,0.000862752509670462,0.0192004869902367,"LOC102723803","uncharacterized LOC102723803",""
"102723878",1.87292847018058,1.67381231157636,0.352379332169046,4.75002975138561,2.03386723666121e-06,0.00010040434540603,"LOC102723878","uncharacterized LOC102723878","ENSG00000236935"
"102724104",0.597808838455913,1.62654046319066,0.481211628276375,3.38009384564683,0.0007246108361471,0.016594608726411,"LOC102724104","uncharacterized LOC102724104","ENSG00000287958"
"102724297",4.05358731951213,1.43808001966302,0.377776025643671,3.80670006047302,0.000140833374262162,0.00415882073190056,"CCR5AS","CCR5 antisense RNA",""
"102724608",2.01888493114309,1.72546296991383,0.329654365501205,5.23415780431254,1.65738812349377e-07,1.06465702273615e-05,"LOC102724608","uncharacterized LOC102724608",""
"102724760",2.94155298470772,1.51687935987116,0.321906685734531,4.71217103307415,2.45091536486892e-06,0.000117211423037555,"LOC102724760","immunoglobulin heavy variable 1/OR15-1 pseudogene",""
"10288",95.0663698990288,1.42779447323367,0.243697265153836,5.85888591048555,4.65982680116654e-09,4.34516322792647e-07,"LILRB2","leukocyte immunoglobulin like receptor B2","ENSG00000131042"
"10320",174.056138694652,1.53897591242859,0.234567348927065,6.56091275903499,5.34794040617076e-11,7.90522827312151e-09,"IKZF1","IKAROS family zinc finger 1","ENSG00000185811"
"10321",0.754406247257478,1.70253804098058,0.539975262689039,3.15299266211208,0.0016160586909166,0.0322913847180385,"CRISP3","cysteine rich secretory protein 3","ENSG00000096006"
"1043",217.9711041126,1.12363543319954,0.351495574925217,3.19672710940556,0.00138996357479844,0.0283840599387411,"CD52","CD52 molecule","ENSG00000169442"
"10462",120.028528216563,1.84095469736091,0.259240492961026,7.10133928667417,1.23553633753127e-12,3.31378488218696e-10,"CLEC10A","C-type lectin domain containing 10A","ENSG00000132514"
"105369151",4.32748893427342,1.46315078192945,0.397234522388372,3.6833424575796,0.000230195573289961,0.00636877123903521,"LOC105369151","uncharacterized LOC105369151",""
"105369315",1.41417073247156,1.512200336873,0.395635633828525,3.82220459325059,0.000132263879441963,0.00394155451038043,"LOC105369315","uncharacterized LOC105369315",""
"105369325",5.06057199037492,1.8927464204608,0.330482486894599,5.72722154885156,1.02088809269058e-08,8.55364790692271e-07,"LOC105369325","uncharacterized LOC105369325",""
"105369652",0.755700067659311,1.64423651989379,0.474191462646692,3.46745281055148,0.000525415986138103,0.0126553071859297,"LINC02390","long intergenic non-protein coding RNA 2390",""
"105369747",0.576050648387344,2.64914766697589,0.7260708098013,3.64860786470795,0.000263665198068164,0.00708627457948488,"LOC105369747","uncharacterized LOC105369747",""
"10537",465.660023936047,1.9556469038477,0.236525371833422,8.2682330808257,1.35958893646183e-16,2.21069161068694e-13,"UBD","ubiquitin D","ENSG00000213886"
"105370092",1.17625623373983,1.42206935577785,0.432060741685509,3.29136442767336,0.000997026609114969,0.0216697111635213,"LOC105370092","uncharacterized LOC105370092",""
"105370438",0.617538310966691,1.60975766557833,0.510327945416586,3.15435923122781,0.00160850956383772,0.0321652458207549,"LOC105370438","uncharacterized LOC105370438",""
"105370660",0.80654732023784,1.5263234178565,0.393088971945653,3.88289554474585,0.000103219916717234,0.00316670914306081,"LOC105370660","uncharacterized LOC105370660",""
"105370867",1.59956042790476,1.6801106886192,0.539753768882328,3.1127354461984,0.00185362094619697,0.0359075223650487,"LOC105370867","uncharacterized LOC105370867",""
"105371461",1.70805556754618,1.62474774916997,0.443114534144917,3.66665415817438,0.000245744795129316,0.00670156875270889,"LOC105371461","replaced by ID 9447",""
"105371464",2.69717478127925,1.4676954901785,0.331928519690986,4.42172155482414,9.79175905449806e-06,0.000397414046118286,"LOC105371464","uncharacterized LOC105371464",""
"105371773",2.67408556494301,2.54084046328029,0.523517782089831,4.85339858588472,1.21363418040727e-06,6.36570702368457e-05,"LOC105371773","uncharacterized LOC105371773",""
"105372252",1.65924083183061,3.2218840507548,0.601875168262432,5.35307688479015,8.64710852813407e-08,6.04739718999828e-06,"LOC105372252","uncharacterized LOC105372252",""
"105372397",6.10812837115073,1.6441094080018,0.264669052072621,6.21194429468347,5.2332980843769e-10,6.54564821938218e-08,"MAP4K1-AS1","MAP4K1 antisense RNA 1","ENSG00000267291"
"105373098",2.46940293690869,1.7654139810011,0.323402829255083,5.45886993341246,4.79174613033413e-08,3.63446260427909e-06,"KLHDC7B-DT","KLHDC7B divergent transcript",""
"105373105",1.56878449807986,2.20977595792356,0.473133772102822,4.67050988159715,3.00453028970644e-06,0.000139581892887505,"LINC02968","long intergenic non-protein coding RNA 2968",""
"105373239",0.487655951297028,2.31278133079094,0.747112580462345,3.09562627008595,0.00196397730862898,0.0377149321831997,"LOC105373239","uncharacterized LOC105373239",""
"105373791",481.105116348155,-1.77684361166125,0.502024231135966,-3.53935826492012,0.000401101094557685,0.0101706102105387,"LOC105373791","uncharacterized LOC105373791",""
"105373805",3.20635524647309,1.29477621195356,0.239242393645898,5.41198485862818,6.23299606730308e-08,4.56782044188611e-06,"STAT4-AS1","STAT4 antisense RNA 1","ENSG00000231858"
"105373977",3.09066741056177,2.06440782216593,0.387960784671621,5.32117653054366,1.03098297430126e-07,7.05843501563724e-06,"LOC105373977","uncharacterized LOC105373977",""
"105374205",1.12610945010804,-1.51894267500415,0.508655470567952,-2.98619156362977,0.00282475631626748,0.0491893308728346,"MECOM-AS1","MECOM antisense RNA 1","ENSG00000241479"
"105374412",16.2098172106533,1.50831670992472,0.270510636483683,5.57581294965347,2.46376550844115e-08,1.95418669108552e-06,"LOC105374412","replaced by ID 105374413",""
"105374413",3.14537873386912,1.67993618109158,0.298348372773694,5.63078714146654,1.79389012245407e-08,1.44525958174622e-06,"LOC105374413","uncharacterized LOC105374413",""
"105374464",3.32993205716202,1.36276160488217,0.270297353437173,5.04171271953991,4.61383589079118e-07,2.69133530347137e-05,"LINC03063","long intergenic non-protein coding RNA 3063",""
"105375172",6.52423922658585,1.10716331045221,0.254051666722531,4.35802419537529,1.31241877750199e-05,0.000516548969977181,"LOC105375172","uncharacterized LOC105375172",""
"105375355",67.3740577949388,-2.87225448013561,0.660211529655295,-4.3505063924516,1.35823495323776e-05,0.000532166273244483,"UPK3B","uroplakin 3B","ENSG00000243566"
"105375532",6.31344392727121,1.01850951248461,0.264905494010303,3.84480328084473,0.000120649186238128,0.00363709064793874,"LOC105375532","uncharacterized LOC105375532",""
"105375690",1.20660451290405,1.36881861807202,0.412116235816645,3.32143822327113,0.000895548050808194,0.0198454668567513,"LOC105375690","uncharacterized LOC105375690",""
"105376032",0.596200329496349,2.00652318741762,0.669524665101952,2.9969369195862,0.00272707136457183,0.0480023603658327,"LOC105376032","uncharacterized LOC105376032",""
"105376412",0.726033705048119,1.71822723310326,0.503881767817983,3.40998095752482,0.000649674154282291,0.0151923594934186,"LOC105376412","uncharacterized LOC105376412",""
"105376878",2.09572750573806,1.69751956244914,0.341318046945195,4.97342457465109,6.57803744273239e-07,3.68823754547685e-05,"RUNX3-AS1","RUNX3 antisense RNA 1",""
"105377006",3.33234845975394,1.36488664861222,0.290476409975808,4.69878655112096,2.61711798511011e-06,0.000124019929873633,"LINC02084","long intergenic non-protein coding RNA 2084",""
"105378122",1.01405252032507,1.29256845704198,0.413283235825151,3.12756082269165,0.0017626334518689,0.0345306264185402,"LOC105378122","",""
